,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color
PATT0005155,,True,True,,True,True,True,,,True,True,,
PATT0005156,,True,True,,True,True,True,,,True,,True,
PATT0005157,,True,True,,True,True,True,,,True,,,True
PATT0005158,,True,True,,True,True,True,,,,True,True,
PATT0005159,,True,True,,True,True,True,,,,True,,True
PATT0005160,,True,True,,True,True,True,,,,,True,True
PATT0005161,,True,True,,True,True,,True,True,True,,,
PATT0005162,,True,True,,True,True,,True,True,,True,,
PATT0005163,,True,True,,True,True,,True,True,,,True,
PATT0005164,,True,True,,True,True,,True,True,,,,True
PATT0005165,,True,True,,True,True,,True,,True,True,,
PATT0005166,,True,True,,True,True,,True,,True,,True,
PATT0005167,,True,True,,True,True,,True,,True,,,True
PATT0005168,,True,True,,True,True,,True,,,True,True,
PATT0005169,,True,True,,True,True,,True,,,True,,True
PATT0005170,,True,True,,True,True,,True,,,,True,True
PATT0005171,,True,True,,True,True,,,True,True,True,,
PATT0005172,,True,True,,True,True,,,True,True,,True,
PATT0005173,,True,True,,True,True,,,True,True,,,True
PATT0005174,,True,True,,True,True,,,True,,True,True,
PATT0005175,,True,True,,True,True,,,True,,True,,True
PATT0005176,,True,True,,True,True,,,True,,,True,True
PATT0005177,,True,True,,True,True,,,,True,True,True,
PATT0005178,,True,True,,True,True,,,,True,True,,True
PATT0005179,,True,True,,True,True,,,,True,,True,True
PATT0005180,,True,True,,True,True,,,,,True,True,True
PATT0005181,,True,True,,True,,True,True,True,True,,,
PATT0005182,,True,True,,True,,True,True,True,,True,,
PATT0005183,,True,True,,True,,True,True,True,,,True,
PATT0005184,,True,True,,True,,True,True,True,,,,True
PATT0005185,,True,True,,True,,True,True,,True,True,,
PATT0005186,,True,True,,True,,True,True,,True,,True,
PATT0005187,,True,True,,True,,True,True,,True,,,True
PATT0005188,,True,True,,True,,True,True,,,True,True,
PATT0005189,,True,True,,True,,True,True,,,True,,True
PATT0005190,,True,True,,True,,True,True,,,,True,True
PATT0005191,,True,True,,True,,True,,True,True,True,,
PATT0005192,,True,True,,True,,True,,True,True,,True,
PATT0005193,,True,True,,True,,True,,True,True,,,True
PATT0005194,,True,True,,True,,True,,True,,True,True,
PATT0005195,,True,True,,True,,True,,True,,True,,True
PATT0005196,,True,True,,True,,True,,True,,,True,True
PATT0005197,,True,True,,True,,True,,,True,True,True,
PATT0005198,,True,True,,True,,True,,,True,True,,True
PATT0005199,,True,True,,True,,True,,,True,,True,True
PATT0005200,,True,True,,True,,True,,,,True,True,True
PATT0005201,,True,True,,True,,,True,True,True,True,,
PATT0005202,,True,True,,True,,,True,True,True,,True,
PATT0005203,,True,True,,True,,,True,True,True,,,True
PATT0005204,,True,True,,True,,,True,True,,True,True,
PATT0005205,,True,True,,True,,,True,True,,True,,True
PATT0005206,,True,True,,True,,,True,True,,,True,True
PATT0005207,,True,True,,True,,,True,,True,True,True,
PATT0005208,,True,True,,True,,,True,,True,True,,True
PATT0005209,,True,True,,True,,,True,,True,,True,True
PATT0005210,,True,True,,True,,,True,,,True,True,True
PATT0005211,,True,True,,True,,,,True,True,True,True,
PATT0005212,,True,True,,True,,,,True,True,True,,True
PATT0005213,,True,True,,True,,,,True,True,,True,True
PATT0005214,,True,True,,True,,,,True,,True,True,True
PATT0005215,,True,True,,True,,,,,True,True,True,True
PATT0005216,,True,True,,,True,True,True,True,True,,,
PATT0005217,,True,True,,,True,True,True,True,,True,,
PATT0005218,,True,True,,,True,True,True,True,,,True,
PATT0005219,,True,True,,,True,True,True,True,,,,True
PATT0005220,,True,True,,,True,True,True,,True,True,,
PATT0005221,,True,True,,,True,True,True,,True,,True,
PATT0005222,,True,True,,,True,True,True,,True,,,True
PATT0005223,,True,True,,,True,True,True,,,True,True,
PATT0005224,,True,True,,,True,True,True,,,True,,True
PATT0005225,,True,True,,,True,True,True,,,,True,True
PATT0005226,,True,True,,,True,True,,True,True,True,,
PATT0005227,,True,True,,,True,True,,True,True,,True,
PATT0005228,,True,True,,,True,True,,True,True,,,True
PATT0005229,,True,True,,,True,True,,True,,True,True,
PATT0005230,,True,True,,,True,True,,True,,True,,True
PATT0005231,,True,True,,,True,True,,True,,,True,True
PATT0005232,,True,True,,,True,True,,,True,True,True,
PATT0005233,,True,True,,,True,True,,,True,True,,True
PATT0005234,,True,True,,,True,True,,,True,,True,True
PATT0005235,,True,True,,,True,True,,,,True,True,True
PATT0005236,,True,True,,,True,,True,True,True,True,,
PATT0005237,,True,True,,,True,,True,True,True,,True,
PATT0005238,,True,True,,,True,,True,True,True,,,True
PATT0005239,,True,True,,,True,,True,True,,True,True,
PATT0005240,,True,True,,,True,,True,True,,True,,True
PATT0005241,,True,True,,,True,,True,True,,,True,True
PATT0005242,,True,True,,,True,,True,,True,True,True,
PATT0005243,,True,True,,,True,,True,,True,True,,True
PATT0005244,,True,True,,,True,,True,,True,,True,True
PATT0005245,,True,True,,,True,,True,,,True,True,True
PATT0005246,,True,True,,,True,,,True,True,True,True,
PATT0005247,,True,True,,,True,,,True,True,True,,True
PATT0005248,,True,True,,,True,,,True,True,,True,True
PATT0005249,,True,True,,,True,,,True,,True,True,True
PATT0005250,,True,True,,,True,,,,True,True,True,True
PATT0005251,,True,True,,,,True,True,True,True,True,,
PATT0005252,,True,True,,,,True,True,True,True,,True,
PATT0005253,,True,True,,,,True,True,True,True,,,True
PATT0005254,,True,True,,,,True,True,True,,True,True,
PATT0005255,,True,True,,,,True,True,True,,True,,True
PATT0005256,,True,True,,,,True,True,True,,,True,True
PATT0005257,,True,True,,,,True,True,,True,True,True,
PATT0005258,,True,True,,,,True,True,,True,True,,True
PATT0005259,,True,True,,,,True,True,,True,,True,True
PATT0005260,,True,True,,,,True,True,,,True,True,True
PATT0005261,,True,True,,,,True,,True,True,True,True,
PATT0005262,,True,True,,,,True,,True,True,True,,True
PATT0005263,,True,True,,,,True,,True,True,,True,True
PATT0005264,,True,True,,,,True,,True,,True,True,True
PATT0005265,,True,True,,,,True,,,True,True,True,True
PATT0005266,,True,True,,,,,True,True,True,True,True,
PATT0005267,,True,True,,,,,True,True,True,True,,True
PATT0005268,,True,True,,,,,True,True,True,,True,True
PATT0005269,,True,True,,,,,True,True,,True,True,True
PATT0005270,,True,True,,,,,True,,True,True,True,True
PATT0005271,,True,True,,,,,,True,True,True,True,True
PATT0005272,,True,,True,True,True,True,True,True,,,,
PATT0005273,,True,,True,True,True,True,True,,True,,,
PATT0005274,,True,,True,True,True,True,True,,,True,,
PATT0005275,,True,,True,True,True,True,True,,,,True,
PATT0005276,,True,,True,True,True,True,True,,,,,True
PATT0005277,,True,,True,True,True,True,,True,True,,,
PATT0005278,,True,,True,True,True,True,,True,,True,,
PATT0005279,,True,,True,True,True,True,,True,,,True,
PATT0005280,,True,,True,True,True,True,,True,,,,True
PATT0005281,,True,,True,True,True,True,,,True,True,,
PATT0005282,,True,,True,True,True,True,,,True,,True,
PATT0005283,,True,,True,True,True,True,,,True,,,True
PATT0005284,,True,,True,True,True,True,,,,True,True,
PATT0005285,,True,,True,True,True,True,,,,True,,True
PATT0005286,,True,,True,True,True,True,,,,,True,True
PATT0005287,,True,,True,True,True,,True,True,True,,,
PATT0005288,,True,,True,True,True,,True,True,,True,,
PATT0005289,,True,,True,True,True,,True,True,,,True,
PATT0005290,,True,,True,True,True,,True,True,,,,True
PATT0005291,,True,,True,True,True,,True,,True,True,,
PATT0005292,,True,,True,True,True,,True,,True,,True,
PATT0005293,,True,,True,True,True,,True,,True,,,True
PATT0005294,,True,,True,True,True,,True,,,True,True,
PATT0005295,,True,,True,True,True,,True,,,True,,True
PATT0005296,,True,,True,True,True,,True,,,,True,True
PATT0005297,,True,,True,True,True,,,True,True,True,,
PATT0005298,,True,,True,True,True,,,True,True,,True,
PATT0005299,,True,,True,True,True,,,True,True,,,True
PATT0005300,,True,,True,True,True,,,True,,True,True,
PATT0005301,,True,,True,True,True,,,True,,True,,True
PATT0005302,,True,,True,True,True,,,True,,,True,True
PATT0005303,,True,,True,True,True,,,,True,True,True,
PATT0005304,,True,,True,True,True,,,,True,True,,True
PATT0005305,,True,,True,True,True,,,,True,,True,True
PATT0005306,,True,,True,True,True,,,,,True,True,True
PATT0005307,,True,,True,True,,True,True,True,True,,,
PATT0005308,,True,,True,True,,True,True,True,,True,,
PATT0005309,,True,,True,True,,True,True,True,,,True,
PATT0005310,,True,,True,True,,True,True,True,,,,True
PATT0005311,,True,,True,True,,True,True,,True,True,,
PATT0005312,,True,,True,True,,True,True,,True,,True,
PATT0005313,,True,,True,True,,True,True,,True,,,True
PATT0005314,,True,,True,True,,True,True,,,True,True,
PATT0005315,,True,,True,True,,True,True,,,True,,True
PATT0005316,,True,,True,True,,True,True,,,,True,True
PATT0005317,,True,,True,True,,True,,True,True,True,,
PATT0005318,,True,,True,True,,True,,True,True,,True,
PATT0005319,,True,,True,True,,True,,True,True,,,True
PATT0005320,,True,,True,True,,True,,True,,True,True,
PATT0005321,,True,,True,True,,True,,True,,True,,True
PATT0005322,,True,,True,True,,True,,True,,,True,True
PATT0005323,,True,,True,True,,True,,,True,True,True,
PATT0005324,,True,,True,True,,True,,,True,True,,True
PATT0005325,,True,,True,True,,True,,,True,,True,True
PATT0005326,,True,,True,True,,True,,,,True,True,True
PATT0005327,,True,,True,True,,,True,True,True,True,,
PATT0005328,,True,,True,True,,,True,True,True,,True,
PATT0005329,,True,,True,True,,,True,True,True,,,True
PATT0005330,,True,,True,True,,,True,True,,True,True,
PATT0005331,,True,,True,True,,,True,True,,True,,True
PATT0005332,,True,,True,True,,,True,True,,,True,True
PATT0005333,,True,,True,True,,,True,,True,True,True,
PATT0005334,,True,,True,True,,,True,,True,True,,True
PATT0005335,,True,,True,True,,,True,,True,,True,True
PATT0005336,,True,,True,True,,,True,,,True,True,True
PATT0005337,,True,,True,True,,,,True,True,True,True,
PATT0005338,,True,,True,True,,,,True,True,True,,True
PATT0005339,,True,,True,True,,,,True,True,,True,True
PATT0005340,,True,,True,True,,,,True,,True,True,True
PATT0005341,,True,,True,True,,,,,True,True,True,True
PATT0005342,,True,,True,,True,True,True,True,True,,,
PATT0005343,,True,,True,,True,True,True,True,,True,,
PATT0005344,,True,,True,,True,True,True,True,,,True,
PATT0005345,,True,,True,,True,True,True,True,,,,True
PATT0005346,,True,,True,,True,True,True,,True,True,,
PATT0005347,,True,,True,,True,True,True,,True,,True,
PATT0005348,,True,,True,,True,True,True,,True,,,True
PATT0005349,,True,,True,,True,True,True,,,True,True,
PATT0005350,,True,,True,,True,True,True,,,True,,True
PATT0005351,,True,,True,,True,True,True,,,,True,True
PATT0005352,,True,,True,,True,True,,True,True,True,,
PATT0005353,,True,,True,,True,True,,True,True,,True,
PATT0005354,,True,,True,,True,True,,True,True,,,True
PATT0005355,,True,,True,,True,True,,True,,True,True,
PATT0005356,,True,,True,,True,True,,True,,True,,True
PATT0005357,,True,,True,,True,True,,True,,,True,True
PATT0005358,,True,,True,,True,True,,,True,True,True,
PATT0005359,,True,,True,,True,True,,,True,True,,True
PATT0005360,,True,,True,,True,True,,,True,,True,True
PATT0005361,,True,,True,,True,True,,,,True,True,True
PATT0005362,,True,,True,,True,,True,True,True,True,,
PATT0005363,,True,,True,,True,,True,True,True,,True,
PATT0005364,,True,,True,,True,,True,True,True,,,True
PATT0005365,,True,,True,,True,,True,True,,True,True,
PATT0005366,,True,,True,,True,,True,True,,True,,True
PATT0005367,,True,,True,,True,,True,True,,,True,True
PATT0005368,,True,,True,,True,,True,,True,True,True,
PATT0005369,,True,,True,,True,,True,,True,True,,True
PATT0005370,,True,,True,,True,,True,,True,,True,True
PATT0005371,,True,,True,,True,,True,,,True,True,True
PATT0005372,,True,,True,,True,,,True,True,True,True,
PATT0005373,,True,,True,,True,,,True,True,True,,True
PATT0005374,,True,,True,,True,,,True,True,,True,True
PATT0005375,,True,,True,,True,,,True,,True,True,True
PATT0005376,,True,,True,,True,,,,True,True,True,True
PATT0005377,,True,,True,,,True,True,True,True,True,,
PATT0005378,,True,,True,,,True,True,True,True,,True,
PATT0005379,,True,,True,,,True,True,True,True,,,True
PATT0005380,,True,,True,,,True,True,True,,True,True,
PATT0005381,,True,,True,,,True,True,True,,True,,True
PATT0005382,,True,,True,,,True,True,True,,,True,True
PATT0005383,,True,,True,,,True,True,,True,True,True,
PATT0005384,,True,,True,,,True,True,,True,True,,True
PATT0005385,,True,,True,,,True,True,,True,,True,True
PATT0005386,,True,,True,,,True,True,,,True,True,True
PATT0005387,,True,,True,,,True,,True,True,True,True,
PATT0005388,,True,,True,,,True,,True,True,True,,True
PATT0005389,,True,,True,,,True,,True,True,,True,True
PATT0005390,,True,,True,,,True,,True,,True,True,True
PATT0005391,,True,,True,,,True,,,True,True,True,True
PATT0005392,,True,,True,,,,True,True,True,True,True,
PATT0005393,,True,,True,,,,True,True,True,True,,True
PATT0005394,,True,,True,,,,True,True,True,,True,True
PATT0005395,,True,,True,,,,True,True,,True,True,True
PATT0005396,,True,,True,,,,True,,True,True,True,True
PATT0005397,,True,,True,,,,,True,True,True,True,True
PATT0005398,,True,,,True,True,True,True,True,True,,,
PATT0005399,,True,,,True,True,True,True,True,,True,,
PATT0005400,,True,,,True,True,True,True,True,,,True,
PATT0005401,,True,,,True,True,True,True,True,,,,True
PATT0005402,,True,,,True,True,True,True,,True,True,,
PATT0005403,,True,,,True,True,True,True,,True,,True,
PATT0005404,,True,,,True,True,True,True,,True,,,True
PATT0005405,,True,,,True,True,True,True,,,True,True,
PATT0005406,,True,,,True,True,True,True,,,True,,True
PATT0005407,,True,,,True,True,True,True,,,,True,True
PATT0005408,,True,,,True,True,True,,True,True,True,,
PATT0005409,,True,,,True,True,True,,True,True,,True,
PATT0005410,,True,,,True,True,True,,True,True,,,True
PATT0005411,,True,,,True,True,True,,True,,True,True,
PATT0005412,,True,,,True,True,True,,True,,True,,True
PATT0005413,,True,,,True,True,True,,True,,,True,True
PATT0005414,,True,,,True,True,True,,,True,True,True,
PATT0005415,,True,,,True,True,True,,,True,True,,True
PATT0005416,,True,,,True,True,True,,,True,,True,True
PATT0005417,,True,,,True,True,True,,,,True,True,True
PATT0005418,,True,,,True,True,,True,True,True,True,,
PATT0005419,,True,,,True,True,,True,True,True,,True,
PATT0005420,,True,,,True,True,,True,True,True,,,True
PATT0005421,,True,,,True,True,,True,True,,True,True,
PATT0005422,,True,,,True,True,,True,True,,True,,True
PATT0005423,,True,,,True,True,,True,True,,,True,True
PATT0005424,,True,,,True,True,,True,,True,True,True,
PATT0005425,,True,,,True,True,,True,,True,True,,True
PATT0005426,,True,,,True,True,,True,,True,,True,True
PATT0005427,,True,,,True,True,,True,,,True,True,True
PATT0005428,,True,,,True,True,,,True,True,True,True,
PATT0005429,,True,,,True,True,,,True,True,True,,True
PATT0005430,,True,,,True,True,,,True,True,,True,True
PATT0005431,,True,,,True,True,,,True,,True,True,True
PATT0005432,,True,,,True,True,,,,True,True,True,True
PATT0005433,,True,,,True,,True,True,True,True,True,,
PATT0005434,,True,,,True,,True,True,True,True,,True,
PATT0005435,,True,,,True,,True,True,True,True,,,True
PATT0005436,,True,,,True,,True,True,True,,True,True,
PATT0005437,,True,,,True,,True,True,True,,True,,True
PATT0005438,,True,,,True,,True,True,True,,,True,True
PATT0005439,,True,,,True,,True,True,,True,True,True,
PATT0005440,,True,,,True,,True,True,,True,True,,True
PATT0005441,,True,,,True,,True,True,,True,,True,True
PATT0005442,,True,,,True,,True,True,,,True,True,True
PATT0005443,,True,,,True,,True,,True,True,True,True,
PATT0005444,,True,,,True,,True,,True,True,True,,True
PATT0005445,,True,,,True,,True,,True,True,,True,True
PATT0005446,,True,,,True,,True,,True,,True,True,True
PATT0005447,,True,,,True,,True,,,True,True,True,True
PATT0005448,,True,,,True,,,True,True,True,True,True,
PATT0005449,,True,,,True,,,True,True,True,True,,True
PATT0005450,,True,,,True,,,True,True,True,,True,True
PATT0005451,,True,,,True,,,True,True,,True,True,True
PATT0005452,,True,,,True,,,True,,True,True,True,True
PATT0005453,,True,,,True,,,,True,True,True,True,True
PATT0005454,,True,,,,True,True,True,True,True,True,,
PATT0005455,,True,,,,True,True,True,True,True,,True,
PATT0005456,,True,,,,True,True,True,True,True,,,True
PATT0005457,,True,,,,True,True,True,True,,True,True,
PATT0005458,,True,,,,True,True,True,True,,True,,True
PATT0005459,,True,,,,True,True,True,True,,,True,True
PATT0005460,,True,,,,True,True,True,,True,True,True,
PATT0005461,,True,,,,True,True,True,,True,True,,True
PATT0005462,,True,,,,True,True,True,,True,,True,True
PATT0005463,,True,,,,True,True,True,,,True,True,True
PATT0005464,,True,,,,True,True,,True,True,True,True,
PATT0005465,,True,,,,True,True,,True,True,True,,True
PATT0005466,,True,,,,True,True,,True,True,,True,True
PATT0005467,,True,,,,True,True,,True,,True,True,True
PATT0005468,,True,,,,True,True,,,True,True,True,True
PATT0005469,,True,,,,True,,True,True,True,True,True,
PATT0005470,,True,,,,True,,True,True,True,True,,True
PATT0005471,,True,,,,True,,True,True,True,,True,True
PATT0005472,,True,,,,True,,True,True,,True,True,True
PATT0005473,,True,,,,True,,True,,True,True,True,True
PATT0005474,,True,,,,True,,,True,True,True,True,True
PATT0005475,,True,,,,,True,True,True,True,True,True,
PATT0005476,,True,,,,,True,True,True,True,True,,True
PATT0005477,,True,,,,,True,True,True,True,,True,True
PATT0005478,,True,,,,,True,True,True,,True,True,True
PATT0005479,,True,,,,,True,True,,True,True,True,True
PATT0005480,,True,,,,,True,,True,True,True,True,True
PATT0005481,,True,,,,,,True,True,True,True,True,True
PATT0005482,,,True,True,True,True,True,True,True,,,,
PATT0005483,,,True,True,True,True,True,True,,True,,,
PATT0005484,,,True,True,True,True,True,True,,,True,,
PATT0005485,,,True,True,True,True,True,True,,,,True,
PATT0005486,,,True,True,True,True,True,True,,,,,True
PATT0005487,,,True,True,True,True,True,,True,True,,,
PATT0005488,,,True,True,True,True,True,,True,,True,,
