id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price
40589,pittsburgh,2016,bmw,excellent,6 cylinders,gas,72629,clean,automatic,rwd,mid-size,sedan,white,pa,14839.056785273258
40590,albany,2014,buick,excellent,4 cylinders,gas,31182,clean,automatic,fwd,mid-size,sedan,black,ny,12526.42230176035
40591,cincinnati,2012,dodge,excellent,4 cylinders,gas,66803,clean,automatic,fwd,full-size,sedan,red,,9973.622991634076
40592,san luis obispo,2012,mercedes-benz,excellent,6 cylinders,gas,200945,clean,automatic,fwd,mid-size,coupe,silver,ca,6780.894736335262
40593,vermont,1992,BMW,excellent,6 cylinders,gas,57006,parts only,automatic,rwd,fullーsize,coupe,blue,vt,13488.8832990356
40594,palm springs,2005,ｂｍｗ,fair,4 cylinders,gas,205207,clean,manual,rwd,mid-size,convertible,silver,ca,4978.702534096766
40595,treasure coast,2015,ram,like new,6 cylinders,diesel,41846,clean,automatic,4wd,full-size,SUV,blue,fl,32986.91047633452
40596,bend,2014,chevrolet,excellent,4 cylinders,gas,49440,clean,automatic,fwd,compact,sedan,grey,or,11580.733087780856
40597,albany,2013,chevrolet,good,8 cylinders,gas,98636,clean,automatic,rwd,full-size,truck,black,ny,14040.976579238526
40598,rhode island,2012,bmw,excellent,6 cylinders,gas,45852,clean,other,rwd,sub-compact,coupe,black,ri,15505.227356685644
40599,bozeman,2010,ford,excellent,4 cylinders,gas,134810,clean,manual,fwd,mid-size,hatchback,red,mt,8304.586934474495
40600,hartford,2014,volkswagen,good,4 cylinders,gas,203970,clean,automatic,fwd,mid-size,sedan,silver,,3752.997034251239
40601,modesto,2014,ford,excellent,6 cylinders,gas,190077,clean,automatic,fwd,full-size,sedan,black,,6655.5227106821785
40602,rhode island,1993,ford,excellent,4 cylinders,gas,10722,,automatic,4wd,full-size,,blue,,20286.64658042442
40603,treasure coast,2010,ford,excellent,8 cylinders,diesel,129416,clean,automatic,4wd,full-size,truck,green,,15820.78082579107
40604,syracuse,2000,honda,good,4 cylinders,gas,124595,clean,manual,fwd,mid-size,sedan,black,ny,5384.0524853605475
40605,williamsport,2001,bmw,like new,8 cylinders,gas,157129,clean,manual,rwd,full-size,coupe,black,pa,9407.116758033946
40606,madison,2010,bmw,excellent,6 cylinders,gas,82217,clean,automatic,rwd,mid-size,sedan,black,wi,12676.010886273782
40607,south jersey,1981,ford,fair,8 cylinders,gas,79017,clean,automatic,rwd,full-size,coupe,grey,nj,7361.05573941829
40608,western massachusetts,1999,chevrolet,fair,8 cylinders,gas,189848,clean,automatic,4wd,full-size,truck,silver,ma,6433.810065098314
40609,augusta,2012,FORD,excellent,4 cylinders,gas,151571,clean,automatic,fwd,full-size,SUV,green,ga,7204.482391248187
40610,winston-salem,2014,ram,excellent,6 cylinders,diesel,153480,clean,automatic,4wd,full-size,pickup,black,nc,20824.438084622896
40611,south coast,2012,FORD,excellent,8 cylinders,gas,235286,clean,automatic,4wd,full-size,truck,blue,ma,10072.125629168075
40612,las vegas,2016,jeep,excellent,6 cylinders,diesel,107152,clean,automatic,4wd,full-size,SUV,white,nv,20436.768511735994
40613,south jersey,2010,ford,excellent,4 cylinders,gas,68594,clean,automatic,fwd,mid-size,van,black,nj,13193.789218666001
40614,bakersfield,2006,ford,good,8 cylinders,gas,11801,clean,manual,rwd,mid-size,truck,red,ca,17099.318903989344
40615,vermont,1990,ford,excellent,8 cylinders,gas,116156,clean,automatic,4wd,full-size,pickup,black,vt,13151.876525868976
40616,wichita,2009,RAM,fair,6 cylinders,gas,202467,rebuilt,automatic,fwd,full-size,pickup,silver,ks,5821.200318158026
40617,dallas / fort worth,2012,bmw,excellent,6 cylinders,,96947,rebuilt,automatic,fwd,mid-size,sedan,black,tx,10561.495406115991
40618,western massachusetts,2008,ford,good,6 cylinders,gas,96226,clean,automatic,fwd,full-size,pickup,white,ma,10724.167131818815
40619,madison,2018,ford,like new,4 cylinders,gas,52853,clean,automatic,fwd,mid-size,sedan,green,wi,10575.609735397054
40620,kennewick-pasco-richland,2007,NISSAN,fair,4 cylinders,gas,299944,parts only,manual,fwd,mid-size,sedan,green,wa,1654.8852316260115
40621,missoula,2016,ram,excellent,6 cylinders,diesel,29778,clean,automatic,4wd,full-size,truck,silver,mt,34944.50898877587
40622,lakeland,2009,cadillac,excellent,6 cylinders,gas,81296,clean,automatic,fwd,full-size,SUV,silver,fl,10982.118958754967
40623,las vegas,2015,bmw,excellent,6 cylinders,gas,101460,clean,manual,fwd,compact,sedan,black,nv,8317.382232975591
40624,chattanooga,2008,mercedes-benz,excellent,8 cylinders,gas,122060,clean,manual,4wd,full-size,sedan,blue,tn,11988.010332390499
40625,tulsa,2011,toyota,excellent,6 cylinders,gas,117162,clean,automatic,fwd,full-size,pickup,black,ok,10466.40311984121
40626,rochester,2008,bmw,like new,8 cylinders,gas,117126,clean,automatic,rwd,full-size,SUV,black,ny,12717.131886656993
40627,rhode island,2009,bmw,excellent,6 cylinders,gas,69176,clean,automatic,fwd,compact,sedan,black,ri,9323.233411451576
40628,yuba-sutter,2006,ＳＵＢＡＲＵ,excellent,4 cylinders,gas,224032,rebuilt,manual,fwd,mid-size,SUV,silver,ca,6695.904378096941
40629,seattle-tacoma,2011,bmw,excellent,6 cylinders,gas,147407,clean,manual,4wd,mid-size,SUV,white,wa,12346.285186767525
40630,"washington, DC",2015,ram,excellent,6 cylinders,diesel,138605,clean,automatic,4wd,full-size,truck,blue,dc,23933.28347067006
40631,hartford,2014,ｂｍｗ,excellent,6 cylinders,gas,68564,clean,automatic,fwd,mid-size,sedan,silver,ct,9873.342074891018
40632,akron / canton,1986,ford,good,8 cylinders,gas,143361,clean,automatic,rwd,full-size,sedan,white,oh,7052.152881744758
40633,north jersey,2014,JEEP,excellent,6 cylinders,gas,162579,clean,automatic,4wd,full-size,pickup,silver,nj,11676.880392172485
40634,los angeles,1986,ford,good,8 cylinders,gas,98241,clean,automatic,rwd,full-size,van,white,ca,10193.236567802584
40635,seattle-tacoma,2013,FORD,excellent,4 cylinders,gas,118834,clean,automatic,fwd,mid-size,sedan,red,wa,8411.770035223617
40636,raleigh / durham / CH,2015,VOLKSWAGEN,excellent,4 cylinders,gas,110522,clean,automatic,fwd,mid-size,sedan,silver,nc,7043.208907192955
40637,erie,2013,bmw,excellent,4 cylinders,gas,119051,clean,manual,fwd,compact,sedan,grey,pa,7588.801505312162
40638,okaloosa / walton,2007,toyota,good,6 cylinders,gas,123520,clean,automatic,fwd,mid-size,coupe,grey,,6828.037828832573
40639,el paso,2008,buick,fair,4 cylinders,gas,213746,clean,automatic,fwd,mid-size,sedan,white,tx,3641.0776538108366
40640,battle creek,1989,ford,excellent,4 cylinders,gas,103352,clean,automatic,fwd,full-size,sedan,green,mi,6256.168659005992
40641,north jersey,2005,chevrolet,fair,8 cylinders,gas,232028,,manual,fwd,full-size,,green,nj,2937.203442375275
40642,rhode island,1989,chevrolet,excellent,8 cylinders,gas,182375,clean,manual,4wd,full-size,SUV,green,ri,6870.811303201593
40643,central NJ,2013,jeep,excellent,6 cylinders,gas,97916,rebuilt,automatic,4wd,mid-size,pickup,black,nj,18512.89458650418
40644,fredericksburg,2000,chevrolet,excellent,6 cylinders,gas,134051,clean,manual,4wd,mid-size,SUV,black,va,12164.14250261245
40645,albany,2010,bmw,excellent,6 cylinders,gas,93524,clean,manual,4wd,mid-size,coupe,black,ny,13932.05817115168
40646,yakima,2009,lincoln,excellent,4 cylinders,,40134,rebuilt,automatic,fwd,full-size,sedan,black,wa,12803.570102648599
40647,central NJ,2015,VOLKSWAGEN,like new,4 cylinders,gas,94696,clean,automatic,fwd,compact,sedan,silver,nj,7229.062294872902
40648,myrtle beach,1961,volkswagen,excellent,4 cylinders,gas,5195,rebuilt,automatic,fwd,mid-size,sedan,custom,sc,8202.113301354875
40649,stockton,2011,ford,excellent,6 cylinders,gas,118273,clean,automatic,fwd,mid-size,coupe,white,ca,10674.596679200858
40650,phoenix,2015,honda,like new,4 cylinders,gas,110059,clean,manual,fwd,compact,sedan,black,az,7727.231721209394
40651,stockton,2015,mercedes-benz,excellent,6 cylinders,gas,26992,clean,automatic,fwd,full-size,sedan,black,ca,14298.328369030442
40652,york,2012,honda,excellent,4 cylinders,gas,140962,clean,automatic,fwd,mid-size,hatchback,silver,pa,7236.610188201878
40653,flagstaff / sedona,1995,jeep,fair,6 cylinders,gas,101106,missing,manual,4wd,compact,offroad,black,az,7129.587552381354
40654,las vegas,2001,bmw,excellent,6 cylinders,gas,125449,clean,automatic,fwd,compact,sedan,black,nv,6805.969734615997
40655,dallas / fort worth,2007,honda,excellent,6 cylinders,gas,101671,rebuilt,automatic,fwd,full-size,SUV,black,tx,10162.922698105338
40656,memphis,1993,ford,like new,6 cylinders,gas,63669,clean,manual,fwd,mid-size,sedan,silver,tn,9203.79564433857
40657,eastern panhandle,2005,chevrolet,good,6 cylinders,gas,176420,clean,automatic,rwd,mid-size,mini-van,white,wv,7889.933010530072
40658,hawaii,2014,HONDA,excellent,4 cylinders,,166648,clean,automatic,fwd,mid-size,SUV,blue,hi,7899.776844891059
40659,plattsburgh-adirondacks,1995,mitsubishi,good,4 cylinders,gas,274053,clean,automatic,fwd,mid-size,coupe,green,ny,2892.5050251190532
40660,cleveland,2009,honda,like new,6 cylinders,gas,57073,clean,manual,4wd,mid-size,sedan,blue,oh,14208.958183208317
40661,western maryland,2011,chevrolet,fair,4 cylinders,gas,216756,clean,automatic,4wd,full-size,truck,green,md,5596.456895303326
40662,san antonio,2014,bmw,excellent,6 cylinders,gas,84994,clean,automatic,4wd,mid-size,SUV,black,tx,15995.483622031734
40663,anchorage / mat-su,2012,toyota,excellent,6 cylinders,,134687,clean,other,fwd,mid-size,sedan,white,ak,8259.830221256161
40664,"st louis, MO",2010,ford,good,4 cylinders,gas,193374,clean,automatic,4wd,full-size,SUV,black,mo,8316.382554389742
40665,ocala,1997,mercedes-benz,good,6 cylinders,gas,53453,salvage,manual,rwd,full-size,convertible,white,fl,14184.265016846995
40666,lehigh valley,2014,ｂｍｗ,good,6 cylinders,gas,112567,salvage,automatic,rwd,mid-size,sedan,white,pa,9702.5570738055
40667,las vegas,2014,bmw,excellent,6 cylinders,gas,119303,clean,other,fwd,compact,coupe,silver,nv,8053.035951737452
40668,baltimore,2008,ford,good,8 cylinders,gas,207854,clean,manual,4wd,full-size,truck,blue,md,8660.23268628656
40669,pueblo,1994,ford,excellent,8 cylinders,gas,155405,clean,manual,rwd,full-size,truck,green,co,8692.173144709212
40670,central NJ,2015,honda,excellent,4 cylinders,gas,67780,clean,automatic,fwd,mid-size,sedan,silver,nj,9186.370549529187
40671,san antonio,1999,jeep,like new,6 cylinders,gas,113713,clean,automatic,4wd,full-size,SUV,red,tx,11868.011765361043
40672,louisville,2015,ram,excellent,6 cylinders,diesel,67770,clean,automatic,4wd,full-size,truck,red,ky,29180.529982836553
40673,central NJ,2015,ｋｉａ,excellent,4 cylinders,gas,123253,clean,other,fwd,compact,SUV,blue,,8895.152103130089
40674,bozeman,2000,toyota,good,6 cylinders,gas,138889,clean,automatic,fwd,mid-size,SUV,silver,,5829.272264743835
40675,nashville,2001,ford,excellent,4 cylinders,gas,213695,clean,automatic,fwd,compact,coupe,green,tn,4404.3632771302355
40676,cleveland,2018,CHEVROLET,like new,8 cylinders,gas,38518,clean,automatic,rwd,full-size,truck,white,,26372.62749255687
40677,nashville,1986,chevrolet,good,6 cylinders,gas,221412,clean,manual,fwd,full-size,coupe,green,tn,3251.1238986259114
40678,fort dodge,2005,ford,excellent,4 cylinders,gas,88024,clean,automatic,fwd,mid-size,hatchback,silver,ia,10059.33660080137
40679,macon / warner robins,2003,ram,fair,6 cylinders,gas,326387,clean,manual,4wd,full-size,truck,brown,ga,3648.80298159691
40680,fargo / moorhead,2005,ford,fair,6 cylinders,diesel,135579,salvage,manual,4wd,full-size,pickup,black,mn,11196.674099587157
40681,boulder,2016,audi,excellent,6 cylinders,gas,88171,clean,manual,4wd,mid-size,SUV,grey,co,18794.92958142958
40682,richmond,2011,ford,fair,8 cylinders,diesel,219562,clean,automatic,4wd,full-size,pickup,blue,va,8576.113083162303
40683,duluth / superior,2012,ford,excellent,4 cylinders,gas,96697,rebuilt,automatic,4wd,full-size,SUV,black,mn,17641.666408461864
40684,philadelphia,2008,nissan,like new,4 cylinders,gas,112069,clean,automatic,fwd,full-size,sedan,black,pa,8251.485455554499
40685,mcallen / edinburg,2014,kia,excellent,4 cylinders,gas,158105,clean,manual,fwd,full-size,sedan,silver,tx,6212.719118669295
40686,phoenix,2013,ford,excellent,8 cylinders,gas,160585,clean,automatic,fwd,full-size,SUV,red,az,7869.544828780232
40687,"st louis, MO",1985,ford,excellent,6 cylinders,gas,102022,clean,automatic,fwd,full-size,van,white,mo,9650.880724273047
40688,ft myers / SW florida,2011,JEEP,fair,6 cylinders,gas,113230,clean,automatic,4wd,full-size,SUV,red,fl,8011.559451877295
40689,fayetteville,2008,toyota,fair,4 cylinders,gas,227650,clean,manual,fwd,full-size,SUV,grey,nc,3511.1447633907997
40690,central NJ,1996,ram,fair,8 cylinders,diesel,124935,clean,automatic,4wd,full-size,pickup,red,nj,11578.240025369196
40691,las vegas,2009,bmw,excellent,6 cylinders,gas,85368,clean,automatic,fwd,full-size,sedan,grey,nv,9385.327792123893
40692,albany,2012,toyota,good,6 cylinders,gas,162991,clean,automatic,fwd,full-size,sedan,white,ny,5709.065186850516
40693,oklahoma city,2012,BMW,excellent,4 cylinders,gas,129634,clean,automatic,fwd,mid-size,sedan,silver,ok,7497.570832166332
40694,terre haute,2016,acura,excellent,4 cylinders,,85450,rebuilt,manual,fwd,mid-size,coupe,silver,,9954.004720674773
40695,eugene,2011,toyota,good,4 cylinders,gas,202530,clean,manual,fwd,mid-size,sedan,red,or,4068.05158016959
40696,scranton / wilkes-barre,2009,dodge,excellent,6 cylinders,gas,113977,clean,automatic,fwd,full-size,sedan,black,pa,8533.508045934861
40697,eastern NC,2007,ford,excellent,6 cylinders,gas,162168,rebuilt,automatic,4wd,mid-size,truck,black,nc,14729.028628867733
40698,las vegas,1940,bmw,excellent,6 cylinders,gas,91181,clean,manual,rwd,full-size,coupe,orange,nv,6518.875406965072
40699,austin,2011,nisѕan,excellent,4 cylinders,gas,120041,clean,automatic,fwd,mid-size,SUV,red,tx,8415.750902873198
40700,stockton,2012,toyota,excellent,6 cylinders,gas,89998,clean,automatic,fwd,full-size,coupe,blue,ca,10470.286044862578
40701,cedar rapids,2013,HONDA,good,4 cylinders,gas,147314,clean,automatic,fwd,compact,SUV,white,ia,6344.754396865028
40702,albany,2010,chevrolet,excellent,8 cylinders,gas,82334,clean,automatic,fwd,full-size,pickup,red,ny,12321.630157854454
40703,boise,2012,ford,excellent,4 cylinders,gas,155671,rebuilt,automatic,4wd,mid-size,SUV,black,id,13730.78812867753
40704,philadelphia,2010,ford,excellent,4 cylinders,gas,45938,clean,automatic,fwd,compact,sedan,white,pa,11948.695363828869
40705,chattanooga,1997,toyota,good,6 cylinders,gas,168757,clean,other,fwd,full-size,coupe,black,tn,5121.43477091681
40706,lubbock,2017,ram,like new,6 cylinders,diesel,38997,clean,automatic,4wd,full-size,truck,silver,,35521.99538586032
40707,tampa bay area,2016,buick,excellent,6 cylinders,,58525,clean,automatic,fwd,mid-size,sedan,silver,fl,10656.996844231759
40708,grand forks,2002,jeep,like new,6 cylinders,gas,40456,clean,automatic,4wd,full-size,SUV,black,nd,18265.436082320557
40709,treasure coast,1991,ford,like new,8 cylinders,gas,118612,clean,automatic,fwd,full-size,pickup,purple,fl,8341.183747100898
40710,knoxville,2013,bmw,excellent,6 cylinders,gas,48749,clean,automatic,rwd,full-size,sedan,silver,tn,13804.452531112636
40711,western massachusetts,2008,ford,good,6 cylinders,gas,158930,clean,automatic,4wd,full-size,SUV,red,ma,8651.016493624975
40712,grand rapids,2000,JEEP,excellent,6 cylinders,gas,156735,clean,manual,4wd,full-size,truck,silver,mi,10779.9631170116
40713,northern michigan,2006,chevrolet,good,6 cylinders,gas,148978,clean,automatic,fwd,full-size,truck,brown,mi,6902.752470708591
40714,mobile,2009,toyota,good,6 cylinders,gas,173105,clean,automatic,fwd,full-size,SUV,silver,al,5382.523322783967
40715,pensacola,2012,ford,excellent,8 cylinders,gas,31518,clean,automatic,4wd,full-size,pickup,silver,fl,21239.54930853531
40716,spokane / coeur d'alene,2004,ford,excellent,8 cylinders,diesel,140561,clean,manual,4wd,full-size,pickup,grey,id,16891.588691355297
40717,medford-ashland,2002,ford,excellent,8 cylinders,gas,161261,clean,automatic,4wd,full-size,truck,blue,or,12778.181632070113
40718,san diego,2016,hyundai,good,4 cylinders,gas,109986,clean,manual,fwd,compact,hatchback,silver,ca,5417.957958044369
40719,florence / muscle shoals,2005,mazda,excellent,4 cylinders,gas,106664,clean,automatic,fwd,compact,sedan,green,al,5637.16307672614
40720,daytona beach,2004,toyota,fair,6 cylinders,gas,226314,clean,manual,fwd,full-size,wagon,white,,3342.0525414413905
40721,"washington, DC",2011,gmc,excellent,8 cylinders,diesel,54500,clean,automatic,4wd,full-size,pickup,red,dc,23205.16071120664
40722,cincinnati,2005,lincoln,excellent,6 cylinders,gas,88323,clean,automatic,fwd,mid-size,SUV,black,oh,10263.709955366772
40723,eastern CT,2007,ford,excellent,4 cylinders,gas,129032,clean,automatic,fwd,mid-size,sedan,silver,ct,7683.7513451454215
40724,south bend / michiana,2014,volkswagen,excellent,6 cylinders,gas,88233,rebuilt,automatic,fwd,mid-size,SUV,blue,in,10941.805865882949
40725,richmond,2016,chevrolet,good,4 cylinders,gas,12138,clean,manual,fwd,compact,sedan,blue,va,11313.365599298466
40726,columbus,2011,ford,fair,8 cylinders,,94875,clean,automatic,4wd,full-size,truck,silver,oh,10899.049877765496
40727,danville,2007,saturn,fair,6 cylinders,gas,362217,clean,manual,fwd,full-size,sedan,white,va,1598.1535658844703
40728,baltimore,2000,toyota,good,6 cylinders,gas,224843,clean,manual,fwd,full-size,sedan,brown,,2980.2381942722423
40729,portland,2010,NISSAN,excellent,6 cylinders,,79854,clean,automatic,4wd,full-size,SUV,silver,or,13955.803781340028
40730,new orleans,2013,ford,excellent,6 cylinders,gas,87113,clean,automatic,rwd,full-size,SUV,white,la,16784.133224844907
40731,central NJ,1998,jeep,fair,6 cylinders,gas,128153,clean,automatic,4wd,full-size,SUV,red,,6713.556603393605
40732,lehigh valley,2011,buick,fair,6 cylinders,gas,58292,clean,automatic,fwd,mid-size,sedan,silver,pa,6329.328374974398
40733,rochester,2013,KIA,excellent,6 cylinders,gas,122758,clean,automatic,fwd,full-size,SUV,blue,ny,9476.703236038788
40734,rochester,2012,honda,excellent,4 cylinders,gas,146687,clean,manual,fwd,compact,sedan,blue,ny,6278.8942912169605
40735,grand rapids,1981,chevrolet,excellent,8 cylinders,gas,74626,clean,manual,rwd,full-size,pickup,green,,10865.850721530485
40736,columbus,2008,toyota,like new,4 cylinders,gas,115313,clean,automatic,fwd,mid-size,hatchback,green,oh,7390.835302891296
40737,scranton / wilkes-barre,2007,bmw,excellent,6 cylinders,gas,48451,clean,automatic,rwd,full-size,sedan,black,,14215.929479440976
40738,austin,2010,ford,excellent,4 cylinders,gas,333156,clean,automatic,4wd,mid-size,sedan,blue,tx,4944.143102523958
40739,gold country,2014,toyota,like new,4 cylinders,gas,127806,clean,manual,fwd,full-size,sedan,blue,ca,8333.93107576886
40740,philadelphia,2014,nissan,good,4 cylinders,gas,166517,clean,automatic,fwd,compact,sedan,red,,4456.10053205386
